Mühərrikin həcmi,At gücü,Yanacaq növü,Marka,Model,Buraxılış ili,Ban növü,Rəng,Yürüş
2.0,140,Dizel,Kia,Carens,2007,Minivan,Gümüşü,190000
2.0,245,Benzin,BMW,528,2013,Sedan,Göy,142000
3.4,131,Benzin,GAZ,33021,2000,Yük maşını,Boz,45000
2.7,167,Benzin,Toyota,Prado,2012,Offroader / SUV,Ağ,152742
1.5,109,Benzin,Nissan,Tiida,2012,Hetçbek,Qızılı,54100
2.5,204,Benzin,Lexus,IS 250,2014,Sedan,Boz,130357
1.5,160,Benzin,Chevrolet,Malibu,2016,Sedan,Boz,139000
3.5,306,Benzin,Lexus,GS 350,2012,Sedan,Qara,178000
4.0,282,Benzin,Toyota,Land Cruiser,2011,Offroader / SUV,Ağ,150000
2.0,141,Benzin,Nissan,Qashqai,2011,Offroader / SUV,Ağ,127500
1.4,90,Benzin,Opel,Astra,2009,Hetçbek,Yaş Asfalt,183000
2.2,150,Dizel,Mercedes,Vito,2007,Van,Ağ,255000
2.0,184,Dizel,Hyundai,Santa Fe,2014,Offroader / SUV,Yaş Asfalt,172141
1.8,116,Benzin,Opel,Vectra,1999,Sedan,Qızılı,243494
2.7,150,Dizel,Mercedes,Sprinter 316,2010,Mikroavtobus,Ağ,476000
1.5,106,Benzin,Toyota,Yaris,2014,Sedan,Ağ,120000
2.4,100,Benzin,GAZ,69,1980,Offroader / SUV,Yaş Asfalt,123456
12.0,460,Dizel,DAF,105 XF,2012,Dartqı,Ağ,1000000
3.3,300,Dizel,Lexus,LX 500d,2022,Offroader / SUV,Ağ,0
2.0,184,Dizel,Hyundai,Santa Fe,2014,Offroader / SUV,Gümüşü,168000
2.0,184,Benzin,BMW,320,2014,Sedan,Ağ,165600
3.0,249,Dizel,Mercedes,S 350 d 4Matic,2021,Sedan,Qara,18200
1.3,90,Dizel,Opel,Astra,2011,Universal,Ağ,190200
1.5,109,Hibrid,Honda,Insight,2020,Liftbek,Göy,78200
11.0,191,Dizel,KamAz,5410,1993,Dartqı,Göy,385000
1.4,107,Benzin,Hyundai,Accent,2011,Sedan,Boz,109000
2.7,163,Benzin,Toyota,Prado,2012,Offroader / SUV,Ağ,141300
1.4,109,Benzin,Kia,Ceed,2010,Universal,Bej,180000
1.3,90,Dizel,Opel,Astra,2011,Universal,Göy,193000
2.0,233,Benzin,Changan,CS 75,2022,Offroader / SUV,Boz,0
0.0,204,Elektro,Honda,e:NS1,2022,Offroader / SUV,Ağ,0
1.2,98,Benzin,Nissan,Note,2014,Hetçbek,Ağ,36520
1.5,116,Benzin,Chery,Arrizo 5,2023,Sedan,Qırmızı,0
2.2,125,Dizel,Mercedes,Sprinter 313,2002,Mikroavtobus,Göy,526000
2.0,184,Benzin,Hyundai,Santa Fe,2018,Offroader / SUV,Göy,60000
2.0,240,Dizel,Land Rover,Discovery,2017,Offroader / SUV,Boz,92000
3.4,421,Benzin,Lexus,LS 500,2018,Sedan,Boz,53900
2.5,181,Benzin,Toyota,Camry,2012,Sedan,Qara,132000
0.0,109,Elektro,Nissan,Leaf,2015,Hetçbek,Mavi,110000
3.5,272,Benzin,Mercedes,E 350 e,2009,Sedan,Ağ,235000
1.5,76,Hibrid,Toyota,Prius,2008,Liftbek,Ağ,381415
1.3,90,Dizel,Opel,Astra,2006,Universal,Mavi,292000
3.0,340,Benzin,Land Rover,RR Sport,2016,Offroader / SUV,Qızılı,128000
2.0,252,Benzin,BMW,330,2016,Sedan,Ağ,97000
2.0,184,Dizel,Hyundai,Santa Fe,2011,Offroader / SUV,Ağ,180000
1.6,75,Benzin,LADA (VAZ),2107,2008,Sedan,Tünd qırmızı,65000
2.0,245,Benzin,BMW,328,2014,Sedan,Ağ,110000
2.5,249,Hibrid,Toyota,Highlander,2022,Offroader / SUV,Yaş Asfalt,0
2.2,143,Dizel,Mercedes,E 220,1996,Sedan,Qara,290000
1.8,150,Benzin,Hyundai,Elantra,2011,Sedan,Boz,117000
5.7,383,Benzin,Lexus,LX 570,2014,Offroader / SUV,Qara,78333
5.7,367,Benzin,Lexus,LX 570,2011,Offroader / SUV,Ağ,169000
1.6,130,Benzin,Hyundai,Accent,2018,Sedan,Yaş Asfalt,89000
2.4,190,Benzin,Honda,Accord,2013,Sedan,Ağ,219000
2.7,106,Benzin,GAZ,330202-740,2023,Yük maşını,Ağ,0
2.0,245,Benzin,BMW,328,2013,Sedan,Göy,69900
3.0,249,Dizel,Land Rover,RR Sport,2015,Offroader / SUV,Qara,150000
1.6,75,Benzin,LADA (VAZ),2107,2005,Sedan,Ağ,50000
1.6,101,Benzin,Opel,Vectra,1996,Sedan,Mavi,256000
2.5,182,Benzin,Nissan,Altima,2017,Sedan,Qara,90000
1.0,210,Benzin,BMW,S 1000 RR,2015,Motosiklet,Ağ,13500
2.0,184,Dizel,Kia,Sorento,2016,Offroader / SUV,Yaş Asfalt,180000
3.0,400,Dizel,BMW,X7,2023,Offroader / SUV,Qara,0
2.0,166,Benzin,Kia,Carens,2015,Minivan,Qara,103000
2.5,218,Hibrid,Toyota,Camry,2021,Sedan,Qara,19000
1.6,117,Benzin,Nissan,Sentra,2013,Sedan,Gümüşü,188000
3.6,286,Benzin,Jeep,Grand Cherokee,2013,Offroader / SUV,Qara,194000
1.6,115,Dizel,Kia,Ceed,2010,Universal,Bej,251000
1.3,65,Benzin,LADA (VAZ),2106,1985,Sedan,Tünd qırmızı,25000
1.4,90,Benzin,Opel,Astra,2010,Universal,Yaş Asfalt,132000
1.5,110,Benzin,Nissan,Tiida,2012,Hetçbek,Qara,154895
4.6,296,Benzin,Lexus,GX 460,2012,Offroader / SUV,Qara,167000
3.6,290,Benzin,Dodge,Durango,2013,Offroader / SUV,Qara,169753
2.0,165,Hibrid,Hyundai,Sonata,2017,Sedan,Yaş Asfalt,116352
0.0,204,Elektro,Volkswagen,ID.6,2022,Offroader / SUV,Göy,0
2.0,136,Benzin,Mercedes,C 200,1994,Sedan,Qara,353200
2.0,184,Dizel,Kia,Sorento,2010,Offroader / SUV,Gümüşü,120000
2.0,184,Benzin,BMW,320,2015,Sedan,Ağ,200000
1.6,106,Benzin,LADA (VAZ),Priora,2018,Sedan,Qara,126023
2.2,197,Dizel,Kia,Sorento,2015,Offroader / SUV,Ağ,159179
2.5,215,Hibrid,Toyota,Highlander,2022,Offroader / SUV,Ağ,0
1.0,125,Benzin,Ford,Focus,2015,Sedan,Yaş Asfalt,220828
1.6,110,Benzin,Volkswagen,Polo,2021,Sedan,Yaş Asfalt,14200
1.4,90,Benzin,Kia,Ceed,2010,Hetçbek,Gümüşü,188550
2.2,170,Dizel,Mercedes,E 220,2006,Sedan,Qara,284000
1.6,132,Dizel,Hyundai,Elantra,2013,Sedan,Qara,161746
1.4,141,Benzin,Chevrolet,Cruze,2014,Sedan,Qırmızı,168000
1.7,80,Dizel,Opel,Astra,2005,Universal,Qara,213000
1.6,75,Benzin,LADA (VAZ),2106,1994,Sedan,Göy,86984
2.8,193,Benzin,Mercedes,E 280,1996,Sedan,Gümüşü,279537
2.0,184,Dizel,Hyundai,Santa Fe,2013,Offroader / SUV,Ağ,181000
2.2,170,Dizel,Mercedes,E 220,2013,Sedan,Qara,197000
1.4,141,Benzin,Chevrolet,Cruze,2015,Sedan,Ağ,123000
2.4,131,Benzin,GAZ,330200,2005,Yük maşını,Ağ,20600
2.0,184,Benzin,BMW,X4,2023,Offroader / SUV,Qara,0
2.0,184,Dizel,Kia,Sorento,2019,Offroader / SUV,Yaş Asfalt,92000
2.5,218,Hibrid,Toyota,RAV4,2021,Offroader / SUV,Ağ,3587
1.5,65,Benzin,LADA (VAZ),2107,2002,Sedan,Ağ,96090
2.0,135,Benzin,Renault,Duster,2014,Offroader / SUV,Ağ,215000
1.8,99,Hibrid,Toyota,Prius,2010,Hetçbek,Qara,174500
3.0,340,Benzin,Land Rover,Range Rover,2021,Offroader / SUV,Qara,30000
2.0,200,Benzin,Volkswagen,Passat,2006,Sedan,Yaş Asfalt,380000
2.2,170,Dizel,Mercedes,E 220,2006,Sedan,Gümüşü,255000
1.8,109,Benzin,Mercedes,190,1992,Sedan,Qızılı,333608
1.8,109,Benzin,Mercedes,190,1991,Sedan,Qızılı,337000
1.1,75,Dizel,Kia,Rio,2013,Hetçbek,Boz,152000
2.0,249,Benzin,Ford,Fusion,2018,Sedan,Gümüşü,54680
2.2,202,Dizel,Hyundai,Grandeur,2015,Sedan,Yaş Asfalt,181873
1.3,87,Benzin,Nissan,Sunny,2005,Sedan,Gümüşü,268000
2.7,189,Benzin,Hyundai,Santa Fe,2009,Offroader / SUV,Ağ,60813
2.0,274,Benzin,Kia,Optima,2011,Sedan,Yaş Asfalt,163000
2.7,163,Benzin,Toyota,Prado,2007,Offroader / SUV,Qara,189000
1.6,230,Hibrid,Kia,Sorento,2021,Offroader / SUV,Ağ,22034
2.5,76,Dizel,Ford,Transit,1995,Furqon,Qırmızı,250369
1.6,230,Hibrid,Hyundai,Santa Fe,2021,Offroader / SUV,Yaş Asfalt,12000
2.0,184,Dizel,Hyundai,Santa Fe,2013,Offroader / SUV,Qara,186000
2.0,245,Benzin,BMW,528,2011,Sedan,Yaş Asfalt,269813
1.5,76,Hibrid,Toyota,Prius,2005,Liftbek,Qara,243390
1.5,73,Benzin,LADA (VAZ),2110,2006,Sedan,Gümüşü,290000
1.8,136,Hibrid,Toyota,Corolla,2023,Sedan,Gümüşü,0
1.4,90,Benzin,Opel,Astra,2009,Universal,Yaş Asfalt,141000
2.5,131,Benzin,GAZ,3110,2000,Sedan,Ağ,96500
2.0,150,Benzin,Mitsubishi,Eclipse Cross,2022,Offroader / SUV,Bej,0
1.5,107,Benzin,Daewoo,Gentra,2014,Sedan,Ağ,260412
1.5,106,Dizel,Renault,Megane,2008,Universal,Ağ,398850
2.4,140,Dizel,Ford,Transit,2009,Yük maşını,Sarı,254000
5.5,557,Benzin,Mercedes,GL 63 AMG,2014,Offroader / SUV,Qara,82000
2.4,170,Benzin,Mercedes,C 240,1999,Sedan,Göy,388000
1.3,85,Benzin,Kia,Picanto,2012,Hetçbek,Ağ,177000
2.0,150,Benzin,Mazda,CX-5,2023,Offroader / SUV,Qara,0
3.5,277,Benzin,Kia,Sorento,2010,Offroader / SUV,Gümüşü,204000
1.6,80,Benzin,LADA (VAZ),2115,2010,Sedan,Gümüşü,102000
2.2,125,Dizel,Ford,Transit,2012,Furqon,Ağ,211397
1.8,122,Benzin,Mercedes,C 180,1995,Sedan,Gümüşü,276000
4.7,435,Benzin,Mercedes,GL 500,2013,Offroader / SUV,Ağ,192600
2.3,150,Benzin,Mercedes,C 230,2000,Sedan,Gümüşü,300000
3.0,340,Benzin,Land Rover,Range Rover,2015,Offroader / SUV,Ağ,125000
3.2,220,Benzin,Ssang Yong,Rexton,2008,Offroader / SUV,Ağ,345000
1.4,109,Benzin,Kia,Ceed,2008,Universal,Boz,259500
2.5,181,Benzin,Toyota,Camry,2019,Sedan,Qara,98500
1.6,106,Benzin,LADA (VAZ),Priora,2016,Sedan,Qara,142000
1.6,80,Benzin,LADA (VAZ),21099,2003,Sedan,Yaşıl,192000
1.8,122,Benzin,Mercedes,C 180,1999,Sedan,Göy,317096
2.5,181,Benzin,Toyota,Camry,2014,Sedan,Ağ,165850
2.4,154,Dizel,Mitsubishi,L200,2023,Pikap,Qara,0
2.5,219,Hibrid,Toyota,Camry,2022,Sedan,Qəhvəyi,6600
3.5,268,Benzin,Toyota,Avalon,2013,Sedan,Qara,145000
2.7,189,Benzin,Hyundai,Santa Fe,2008,Offroader / SUV,Qara,160000
1.5,76,Hibrid,Toyota,Prius,2008,Liftbek,Boz,450616
1.4,140,Benzin,Chevrolet,Cruze,2011,Sedan,Ağ,138500
5.5,388,Benzin,Mercedes,GL 500,2012,Offroader / SUV,Qara,155000
1.8,116,Benzin,Opel,Zafira,1999,Minivan,Göy,223286
1.6,101,Benzin,Opel,Astra,1998,Hetçbek,Göy,300000
2.0,163,Benzin,Hyundai,Sonata,2008,Sedan,Qara,179850
2.2,197,Dizel,Kia,Sorento,2010,Offroader / SUV,Yaş Asfalt,106600
1.8,122,Benzin,Mercedes,C 180,1995,Sedan,Göy,275000
4.8,360,Benzin,BMW,X5,2005,Offroader / SUV,Qara,269142
2.3,193,Benzin,Mercedes,C 230,1998,Sedan,Qara,256345
2.4,75,Dizel,Ford,Transit,2000,Furqon,Ağ,539450
2.7,163,Benzin,Toyota,Prado,2008,Offroader / SUV,Qara,196000
2.0,186,Dizel,Kia,Sorento,2015,Offroader / SUV,Yaş Asfalt,195000
3.0,306,Dizel,Land Rover,RR Sport,2019,Offroader / SUV,Boz,69900
1.4,90,Dizel,Toyota,Auris,2007,Hetçbek,Göy,270000
1.6,75,Benzin,LADA (VAZ),2107,2002,Sedan,Ağ,32441
2.5,192,Benzin,BMW,525,2002,Sedan,Qara,449000
2.0,175,Benzin,Toyota,RAV4,2020,Offroader / SUV,Qara,41000
1.2,80,Benzin,Nissan,Note,2015,Hetçbek,Ağ,25000
3.0,249,Dizel,Mercedes,GLS 350,2018,Offroader / SUV,Qara,105000
1.5,85,Dizel,Renault,Megane,2008,Universal,Qızılı,300000
2.0,245,Benzin,Mercedes,GLC 300,2016,Offroader / SUV,Qara,62300
2.0,180,Benzin,Kia,Cerato,2016,Sedan,Ağ,65983
2.5,192,Benzin,BMW,525,2006,Sedan,Qara,36200
2.2,202,Dizel,Kia,Carnival,2016,Minivan,Ağ,139612
2.8,200,Dizel,Toyota,Prado,2021,Offroader / SUV,Boz,21308
2.2,202,Dizel,Kia,Carnival,2015,Minivan,Qara,215000
1.5,75,Benzin,Daewoo,Racer,1995,Sedan,Bej,567607
4.0,288,Benzin,Toyota,Land Cruiser,2010,Offroader / SUV,Ağ,134600
1.5,106,Benzin,Chevrolet,Cobalt,2022,Sedan,Yaş Asfalt,34500
1.5,65,Benzin,LADA (VAZ),2107,1985,Sedan,Göy,20000
2.0,252,Benzin,Audi,Q7,2018,Offroader / SUV,Qara,85000
1.3,90,Dizel,Opel,Astra,2008,Universal,Gümüşü,204000
1.4,90,Dizel,Toyota,Corolla,2008,Sedan,Yaş Asfalt,218371
1.3,90,Dizel,Opel,Astra,2011,Universal,Göy,278563
2.0,165,Benzin,Hyundai,Sonata,2008,Sedan,Qara,240000
3.5,303,Benzin,Infiniti,FX35,2012,Offroader / SUV,Qara,144097
1.5,109,Benzin,Nissan,Note,2012,Hetçbek,Tünd qırmızı,30500
2.0,144,Dizel,Kia,Optima,2006,Sedan,Qara,109000
2.0,184,Dizel,Hyundai,Santa Fe,2009,Offroader / SUV,Gümüşü,224000
1.5,76,Hibrid,Toyota,Prius,2008,Liftbek,Gümüşü,212000
1.6,110,Benzin,Nissan,Tiida,2008,Sedan,Ağ,234922
4.5,249,Dizel,Toyota,Land Cruiser,2015,Offroader / SUV,Qara,180000
3.2,193,Benzin,Mercedes,S 320,1992,Sedan,Qara,272000
1.6,80,Benzin,LADA (VAZ),2115,2012,Sedan,Qara,69510
2.0,250,Benzin,Land Rover,RR Velar,2019,Offroader / SUV,Tünd qırmızı,22000
2.0,184,Benzin,Mercedes,E 200,2016,Sedan,Boz,180000
2.7,167,Benzin,Toyota,Prado,2012,Offroader / SUV,Qara,118000
2.0,184,Dizel,BMW,320,2013,Sedan,Ağ,185000
1.4,140,Benzin,Chevrolet,Cruze,2015,Sedan,Ağ,178252
1.4,90,Dizel,Toyota,Corolla,2005,Universal,Gümüşü,220000
2.0,245,Benzin,Mercedes,C 300,2016,Sedan,Ağ,69000
4.0,282,Benzin,Toyota,Prado,2011,Offroader / SUV,Ağ,345300
2.5,184,Benzin,Lexus,ES 250,2015,Sedan,Ağ,114700
1.5,76,Hibrid,Toyota,Prius,2008,Liftbek,Gümüşü,190371
1.4,90,Benzin,Opel,Astra,2006,Hetçbek,Boz,295000
4.4,286,Benzin,BMW,540,1997,Sedan,Gümüşü,300000
1.6,123,Benzin,Kia,Rio,2012,Hetçbek,Qırmızı,108000
3.5,277,Benzin,Toyota,Avalon,2013,Sedan,Ağ,180000
2.5,248,Hibrid,Toyota,Highlander,2022,Offroader / SUV,Ağ,0
2.5,76,Dizel,Ford,Transit,1994,Furqon,Göy,425458
2.0,140,Dizel,Kia,Sportage,2009,Offroader / SUV,Ağ,145000
2.4,131,Benzin,GAZ,33021,2000,Yük maşını,Bej,485000
1.6,106,Benzin,Renault,Tondar,2013,Sedan,Ağ,290500
1.6,116,Dizel,Hyundai,i30,2009,Hetçbek,Qara,263000
2.0,240,Benzin,Ford,Escape,2021,Offroader / SUV,Ağ,34000
2.0,184,Dizel,Kia,Sorento,2012,Offroader / SUV,Qara,187000
1.5,192,Benzin,Honda,Accord,2019,Sedan,Ağ,22000
2.0,184,Dizel,Hyundai,Santa Fe,2012,Offroader / SUV,Gümüşü,193800
2.4,131,Benzin,GAZ,31105,2005,Sedan,Qara,250000
1.4,90,Benzin,Opel,Astra,2009,Hetçbek,Gümüşü,169800
1.7,80,Benzin,LADA (VAZ),Niva,2022,Offroader / SUV,Yaş Asfalt,20000
1.2,80,Benzin,Nissan,Micra,2012,Hetçbek,Qara,42000
1.6,122,Benzin,Hyundai,i30,2008,Hetçbek,Qara,222000
2.3,193,Benzin,Mercedes,C 230,1998,Sedan,Qızılı,369700
2.0,166,Benzin,Hyundai,ix35,2012,Offroader / SUV,Qara,160000
2.3,150,Dizel,Mercedes,208 D,1993,Avtobus,Yaşıl,306090
1.6,88,Benzin,Chery,Amulet (A15),2008,Sedan,Qara,300000
3.0,340,Benzin,Land Rover,Range Rover,2016,Offroader / SUV,Ağ,90000
2.7,167,Benzin,Toyota,Prado,2013,Offroader / SUV,Ağ,107000
1.4,90,Dizel,Skoda,Rapid,2016,Liftbek,Ağ,157000
2.7,167,Benzin,Toyota,Prado,2004,Offroader / SUV,Qara,250000
3.5,272,Benzin,Mercedes,ML 350,2011,Offroader / SUV,Qara,212000
1.6,101,Benzin,Opel,Astra,1994,Sedan,Göy,320000
1.5,65,Benzin,LADA (VAZ),2107,1998,Sedan,Yaşıl,58000
1.5,65,Benzin,LADA (VAZ),2106,1992,Sedan,Yaş Asfalt,200000
1.5,65,Benzin,LADA (VAZ),2107,2003,Sedan,Ağ,70000
3.0,340,Benzin,BMW,740,2023,Sedan,Qara,0
3.0,160,Dizel,Nissan,Patrol,2005,Offroader / SUV,Boz,235000
3.0,249,Dizel,Mercedes,S 350,2015,Sedan,Qara,150000
1.4,68,Dizel,Ford,Fusion,2007,Hetçbek,Qara,320745
1.5,75,Benzin,Daewoo,Nexia,2010,Sedan,Ağ,385204
5.6,405,Benzin,Nissan,Patrol,2016,Offroader / SUV,Qara,90000
1.8,122,Benzin,Mercedes,C 180,1996,Sedan,Yaş Asfalt,245236
3.0,258,Benzin,BMW,530,2007,Sedan,Qara,270000
1.6,184,Benzin,Mini,Countryman,2015,Hetçbek,Göy,74644
1.5,65,Benzin,LADA (VAZ),2101,1974,Sedan,Bej,70000
5.0,510,Benzin,Land Rover,Range Rover,2015,Offroader / SUV,Qara,55000
2.0,136,Benzin,Mercedes,C 200,1994,Sedan,Ağ,236000
1.5,65,Benzin,LADA (VAZ),2106,1991,Sedan,Qırmızı,18000
1.4,90,Dizel,Toyota,Corolla,2006,Hetçbek,Qırmızı,306730
3.0,190,Dizel,Toyota,Prado,2010,Offroader / SUV,Ağ,180400
1.6,115,Dizel,Kia,Ceed,2007,Hetçbek,Qara,276500
1.2,78,Benzin,Mitsubishi,Attrage,2015,Sedan,Ağ,46964
2.0,240,Benzin,Kia,Sorento,2016,Offroader / SUV,Qara,125000
2.0,254,Benzin,Volvo,XC90,2017,Offroader / SUV,Gümüşü,42086
1.5,76,Hibrid,Toyota,Prius,2009,Liftbek,Yaş Asfalt,176500
3.0,272,Benzin,BMW,330,2011,Sedan,Ağ,252000
2.0,192,Hibrid,Hyundai,Sonata,2021,Sedan,Yaş Asfalt,36000
2.4,178,Benzin,Hyundai,Sonata,2010,Sedan,Ağ,185000
4.0,282,Benzin,Toyota,Prado,2005,Offroader / SUV,Gümüşü,373800
2.0,184,Dizel,Kia,Sorento,2009,Offroader / SUV,Qara,91000
1.6,116,Dizel,Hyundai,i30,2010,Universal,Yaş Asfalt,228000
1.3,90,Dizel,Opel,Astra,2005,Universal,Gümüşü,261000
1.4,90,Benzin,Opel,Astra,2009,Hetçbek,Göy,177000
3.3,300,Dizel,Lexus,LX 500d,2022,Offroader / SUV,Qara,0
4.2,396,Benzin,Land Rover,Range Rover,2008,Offroader / SUV,Ağ,204000
2.0,184,Hibrid,Honda,CR-V,2020,Offroader / SUV,Ağ,41566
1.5,65,Benzin,LADA (VAZ),21011,1988,Sedan,Qəhvəyi,52320
1.7,116,Benzin,Mercedes,B 170,2008,Hetçbek,Gümüşü,140000
2.7,167,Benzin,Toyota,Prado,2014,Offroader / SUV,Ağ,105000
2.0,147,Benzin,Honda,CR-V,2001,Offroader / SUV,Qara,200000
2.2,150,Dizel,Mercedes,Sprinter 315,2008,Furqon,Ağ,161000
1.6,230,Hibrid,Hyundai,Tucson,2022,Offroader / SUV,Qara,40000
2.4,250,Benzin,Polaris,Slingshot,2016,Kvadrosikl,Tünd qırmızı,1300
3.5,277,Benzin,Toyota,Camry,2007,Sedan,Ağ,341367
3.0,188,Benzin,Mitsubishi,Pajero,2008,Offroader / SUV,Ağ,186000
2.2,143,Dizel,Mercedes,E 220,1997,Sedan,Gümüşü,280000
1.4,108,Benzin,Hyundai,Accent,2018,Sedan,Ağ,81146
5.0,510,Benzin,Land Rover,RR Sport,2013,Offroader / SUV,Qara,99000
5.6,405,Benzin,Nissan,Patrol,2014,Offroader / SUV,Ağ,130820
1.6,75,Benzin,LADA (VAZ),2107,2007,Sedan,Tünd qırmızı,127000
2.7,190,Dizel,Land Rover,Discovery,2005,Offroader / SUV,Gümüşü,350000
3.5,306,Benzin,Mercedes,ML 350,2013,Offroader / SUV,Qara,144300
3.3,233,Benzin,Lexus,RX 330,2005,Offroader / SUV,Qara,210000
3.0,272,Benzin,BMW,530,2007,Sedan,Boz,278000
5.5,544,Benzin,Mercedes,G 63 AMG,2012,Offroader / SUV,Ağ,115500
2.5,170,Benzin,Nissan,X-Trail,2012,Offroader / SUV,Ağ,286000
1.4,140,Benzin,Chevrolet,Cruze,2013,Sedan,Qara,300000
2.0,184,Dizel,Kia,Sorento,2010,Offroader / SUV,Gümüşü,259000
3.0,340,Benzin,Land Rover,Range Rover,2016,Offroader / SUV,Qara,158000
1.4,90,Benzin,Opel,Astra,2009,Hetçbek,Boz,204000
3.2,224,Benzin,Mercedes,E 320,2004,Sedan,Gümüşü,367500
1.6,115,Dizel,Hyundai,Elantra,2013,Sedan,Ağ,188000
2.0,150,Benzin,Kia,Sportage,2012,Offroader / SUV,Qara,164000
2.0,200,Benzin,Volkswagen,Passat,2006,Sedan,Qara,24000
1.4,90,Dizel,Toyota,Corolla,2005,Hetçbek,Yaş Asfalt,238000
2.0,240,Benzin,Land Rover,RR Evoque,2018,Offroader / SUV,Qara,105000
2.2,170,Dizel,Mercedes,E 220,2010,Sedan,Yaş Asfalt,220000
2.0,175,Benzin,Toyota,RAV4,2019,Offroader / SUV,Ağ,45800
2.2,170,Dizel,Mercedes,E 220,2008,Sedan,Qara,289000
2.0,163,Benzin,Kia,Sportage,2011,Offroader / SUV,Gümüşü,143800
2.0,292,Plug-in hibrid,BMW,530e,2020,Sedan,Qara,159000
2.2,170,Dizel,Mercedes,E 220,2008,Sedan,Qara,286000
2.4,176,Benzin,Kia,Sportage,2015,Offroader / SUV,Qırmızı,79000
2.0,177,Dizel,BMW,520,2007,Sedan,Qara,478523
2.0,165,Benzin,Mazda,CX-5,2019,Offroader / SUV,Bej,35000
2.0,150,Benzin,Volkswagen,Beetle,1998,Hetçbek,Tünd qırmızı,218858
12.0,420,Dizel,Scania,R 420,2012,Dartqı,Ağ,1376000
2.4,180,Benzin,Kia,Optima,2015,Sedan,Yaş Asfalt,137000
1.5,76,Hibrid,Toyota,Prius,2009,Liftbek,Gümüşü,222222
1.4,90,Dizel,Toyota,Corolla,2006,Hetçbek,Gümüşü,174000
2.5,137,Dizel,Mitsubishi,L200,2022,Pikap,Ağ,0
1.5,76,Hibrid,Toyota,Prius,2008,Liftbek,Göy,120000
1.8,184,Benzin,Mercedes,E 200,2010,Sedan,Ağ,170000
3.0,420,Benzin,Ford,Explorer,2020,Offroader / SUV,Boz,47800
1.6,123,Benzin,Hyundai,Venue,2020,Offroader / SUV,Qara,20600
1.6,75,Benzin,LADA (VAZ),2115,2012,Sedan,Ağ,167000
1.5,110,Dizel,Renault,Grand Scenic,2012,Minivan,Yaş Asfalt,186000
1.5,181,Benzin,Ford,Fusion,2013,Sedan,Ağ,162000
1.7,83,Benzin,LADA (VAZ),Niva,2020,Offroader / SUV,Göy,55000
2.9,150,Dizel,GAZ,3302-288,2002,Yük maşını,Ağ,200000
1.6,75,Benzin,LADA (VAZ),2107,2011,Sedan,Qara,22000
2.4,178,Benzin,Hyundai,ix35,2010,Offroader / SUV,Qara,167400
1.2,80,Benzin,Nissan,Micra,2012,Hetçbek,Narıncı,39000
2.5,249,Hibrid,Toyota,Highlander,2022,Offroader / SUV,Boz,0
3.5,272,Benzin,Mercedes,S 350,2005,Sedan,Qara,240000
2.0,141,Benzin,Suzuki,Aerio,2002,Hetçbek,Qırmızı,370000
2.0,163,Benzin,Kia,Sportage,2011,Offroader / SUV,Qırmızı,164000
1.8,150,Benzin,Hyundai,Elantra,2015,Sedan,Yaş Asfalt,194723
2.7,167,Benzin,Toyota,Prado,2012,Offroader / SUV,Qara,115000
2.0,150,Benzin,Kia,Cerato,2015,Sedan,Ağ,73000
4.5,150,Benzin,GAZ,53,1985,Yük maşını,Mavi,500000
5.5,585,Benzin,Mercedes,S 63 AMG Coupe,2015,Kupe,Ağ,40000
1.6,75,Benzin,LADA (VAZ),2107,2007,Sedan,Ağ,92000
2.5,181,Benzin,Toyota,Camry,2014,Sedan,Boz,241231
1.6,75,Benzin,LADA (VAZ),2107,2008,Sedan,Qara,14000
1.5,107,Benzin,Changan,CS 15,2021,Offroader / SUV,Ağ,48550
2.0,147,Benzin,Hyundai,Sonata,2000,Sedan,Qara,227895
4.8,400,Benzin,Porsche,Cayenne S,2012,Offroader / SUV,Qara,183000
1.6,181,Benzin,Ford,Fusion,2013,Sedan,Qara,240000
2.0,122,Benzin,Mercedes,190,1987,Sedan,Gümüşü,350000
0.0,204,Elektro,Honda,e:NS1,2023,Offroader / SUV,Ağ,0
2.0,150,Benzin,Nissan,X-Trail,2001,Offroader / SUV,Boz,170000
2.0,136,Benzin,Mercedes,C 200,2000,Universal,Gümüşü,518610
1.5,76,Hibrid,Toyota,Prius,2005,Liftbek,Gümüşü,205234
2.5,218,Hibrid,Toyota,RAV4,2023,Offroader / SUV,Gümüşü,742
2.2,150,Dizel,Mercedes,Vito,2011,Minivan,Ağ,286544
2.4,188,Benzin,Hyundai,Sonata,2015,Sedan,Ağ,160000
2.0,231,Plug-in hibrid,BMW,X5,2017,Offroader / SUV,Ağ,78000
5.2,610,Benzin,Lamborghini,Huracan,2017,Rodster,Narıncı,5900
1.4,100,Benzin,Chevrolet,Aveo,2008,Sedan,Gümüşü,318071
5.0,375,Benzin,Land Rover,Discovery,2013,Offroader / SUV,Qara,80000
2.0,245,Benzin,BMW,528,2015,Sedan,Qara,110000
2.0,245,Benzin,BMW,528,2013,Sedan,Ağ,252000
1.5,110,Dizel,Renault,Laguna,2008,Universal,Qara,254000
1.4,97,Benzin,Kia,Rio,2006,Sedan,Göy,325360
11.0,191,Dizel,KamAz,65115,1986,Yük maşını,Qırmızı,253486
1.6,75,Benzin,LADA (VAZ),2107,2005,Sedan,Tünd qırmızı,54316
